Proposal ID,Programme Name,Sub-programme Name,Supplement,Lead Applicant,ORCID,Research Body,Funder Name,Crossref Funder Registry ID,Proposal Title,Start Date,End Date,Revised Total Commitment
02/W/I02b,SFI ETS Walton Visitor Award,,,Atsuo Fukuda,,Trinity College Dublin (TCD),Science Foundation Ireland,10.13039/501100001602,Extension for an existing Walton Visitor Award for Professor Fukuda,01/02/2004,26/01/2005,121943.2
02/W/I03,SFI ETS Walton Visitor Award,,,Vladimir Buzek,,"National University of Ireland, Maynooth (NUIM)",Science Foundation Ireland,10.13039/501100001602,Programmable Quantum Processors,01/07/2002,26/06/2003,163089
02/W/I06,SFI ETS Walton Visitor Award,,,Richard Hamlet,,"National University of Ireland, Galway (NUIG)",Science Foundation Ireland,10.13039/501100001602,Software Components Development,01/07/2002,26/07/2003,162695
02/W/I08,SFI ETS Walton Visitor Award,,,Mary Beth Ruskai,,Technological University Dublin (TU Dublin),Science Foundation Ireland,10.13039/501100001602,Quantum information and coding,01/07/2002,27/05/2003,89662
02/W/I09,SFI ETS Walton Visitor Award,,,Christopher A Fuchs,,Technological University Dublin (TU Dublin),Science Foundation Ireland,10.13039/501100001602,Quantum information theory,01/07/2002,30/06/2003,226252
02/W/I11,SFI ETS Walton Visitor Award,,,Eileen Trauth,,University of Limerick (UL),Science Foundation Ireland,10.13039/501100001602,An Analysis of the Socio-Technical Factors Influencing the Evolution of Irelands ICT Sector,01/07/2002,26/06/2003,236124.2
02/W/I284,SFI ETS Walton Visitor Award,,,Ralph Radach,,"National University of Ireland, Maynooth (NUIM)",Science Foundation Ireland,10.13039/501100001602,WebAssess: Automating Website Usability Assessment,01/03/2003,28/08/2003,45318.07
02/W/I286,SFI ETS Walton Visitor Award,,,Peter Eric Wellstead,,"National University of Ireland, Maynooth (NUIM)",Science Foundation Ireland,10.13039/501100001602,Control as a Systems Technology for Innovation and Technology Development and the Analysis and Application of Hybrid Systems,01/03/2003,24/02/2004,132198.94
02/W/I289,SFI ETS Walton Visitor Award,,,Jack Dongarra,,University College Dublin (UCD),Science Foundation Ireland,10.13039/501100001602,High-Level Programming Models and Tools for Grid Computing,01/03/2003,28/08/2003,167128
02/W/I291,SFI ETS Walton Visitor Award,,,John Leonard,,University College Dublin (UCD),Science Foundation Ireland,10.13039/501100001602,Internet-Based Control of Autonomous Mobile Robots in Dynamic Environments,01/03/2003,24/02/2004,102776.89
02/W/M19,SFI ETS Walton Visitor Award,,,David Taplin,,University College Cork (UCC),Science Foundation Ireland,10.13039/501100001602,Industrial Process Ecology,01/07/2002,26/06/2003,64107
02/W/M279,SFI ETS Walton Visitor Award,,,Rodney Bartlett,,Tyndall National Institute (TNI),Science Foundation Ireland,10.13039/501100001602,High Accuracy Electronic Structure for Material Design,01/03/2003,30/05/2003,80600
02/W/M280,SFI ETS Walton Visitor Award,,,John Sader,,Trinity College Dublin (TCD),Science Foundation Ireland,10.13039/501100001602,Theoretical Analysis of Static and Dynamic Processes in Nanoscale Systems and Applications to Quantitative Force Interaction Measurements,01/03/2003,30/05/2003,19032.81
02/W1/I06,SFI ETS Walton Visitor Award,,,Richard Hamlet,,"National University of Ireland, Galway (NUIG)",Science Foundation Ireland,10.13039/501100001602,Extension for an existing Walton Visitor Award for Professor Hamlet,01/05/2004,16/04/2007,48525.1
03/CIF.1/M369,China / Ireland Science & Technology Collaboration Research Fund,,,James Slevin,,Royal Irish Academy (RIA),Science Foundation Ireland,10.13039/501100001602,China / Ireland Science & Technology Collaboration Research Fund,01/08/2003,26/07/2004,250000
03/CE2/B312,SFI Centres for Science Engineering and Technology Programme,,,Timothy O'Brien,https://orcid.org/0000-0001-9028-5481,"National University of Ireland, Galway (NUIG)",Science Foundation Ireland,10.13039/501100001602,CSET REMEDI: Regenerative Medicine Institute (REMEDI),01/01/2004,03/06/2009,16147362.82
03/CE2/I303_1,SFI Centres for Science Engineering and Technology Programme,,,Kevin T. Ryan,,University of Limerick (UL),Science Foundation Ireland,10.13039/501100001602,CSET ISERC: Irish Software Engineering Research Centre (ISERC),01/11/2005,04/04/2011,12207594.97
03/CE3/I405,SFI Centres for Science Engineering and Technology Programme,,,Donal O'Mahony,,Trinity College Dublin (TCD),Science Foundation Ireland,10.13039/501100001602,CSET CTVR: Centre for Telecommunications Value Chain Driven Research (CTVR),01/07/2004,03/09/2009,20920840.73
03/CE3/M406,SFI Centres for Science Engineering and Technology Programme,,,John Pethica,,Trinity College Dublin (TCD),Science Foundation Ireland,10.13039/501100001602,CSET CRANN: Centre for Research on Adaptive Nanostructures and Nanodevices (CRANN),01/12/2003,04/11/2008,10123819.02
03/CE3/M407B,SFI Centres for Science Engineering and Technology Programme,,,John Pethica,,Trinity College Dublin (TCD),Science Foundation Ireland,10.13039/501100001602,CSET CRANN: Construction of Specialised Laboratory for Nanoscience Research - CRANN,01/12/2003,31/01/2011,10912406.44
03/CE2/B334,SFI Centres for Science Engineering and Technology Programme,Planning,,Brian McCraith,,Dublin City University (DCU),Science Foundation Ireland,10.13039/501100001602,CSET BDI: Center for Future Diagnostics and Health,01/12/2003,30/11/2004,409004
03/CE2/I303,SFI Centres for Science Engineering and Technology Programme,Planning,,Kevin T. Ryan,,University of Limerick (UL),Science Foundation Ireland,10.13039/501100001602,CSET ISERC: Irish Software Engineering Research Centre (ISERC),01/01/2004,24/06/2005,975401.75
03/CP.1/I353,SFI Centres for Science Engineering and Technology Programme,Planning,,Donal O'Mahony,,Trinity College Dublin (TCD),Science Foundation Ireland,10.13039/501100001602,CSET NGM: Development Grant for a CSET Proposal to Establish a Centre for Next Generation Manufacturing Jointly Between Industry and a Consortium of Irish Universities,01/08/2003,28/01/2004,434599.65
03/IN.1/I340,SFI Principal Investigator Programme,,,David Cotter,,Tyndall National Institute (TNI),Science Foundation Ireland,10.13039/501100001602,Photonic Systems Research,01/05/2003,09/06/2007,11207171.7
03/IN.2/B341,SFI Principal Investigator Programme,,,Bernard Allan,,University College Dublin (UCD),Science Foundation Ireland,10.13039/501100001602,Role of the PPAR Co-Activator Pgc-1 in the Molecular Programming of Insulin Sensitivity in Human Skeletal Muscle Cells,01/11/2003,16/10/2006,1067539.78
03/IN.3/B351,SFI Principal Investigator Programme,,,Marina Lynch,https://orcid.org/0000-0002-4631-0499,Trinity College Dublin (TCD),Science Foundation Ireland,10.13039/501100001602,Anti-Inflammatory Strategies for Combating Neurodegenerative Changes,02/02/2004,12/03/2008,976863.37
03/IN.3/B404,SFI Principal Investigator Programme,,,Desmond Higgins,https://orcid.org/0000-0002-3952-3285,University College Dublin (UCD),Science Foundation Ireland,10.13039/501100001602,Multiple Alignment Methods for the Genome Era,01/10/2003,08/03/2008,773126.26
03/IN.3/B414,SFI Principal Investigator Programme,,,Fiona Doohan,https://orcid.org/0000-0002-1953-6070,University College Dublin (UCD),Science Foundation Ireland,10.13039/501100001602,Functional genomics of plant-mycotoxin interactions,07/09/2004,06/03/2009,906087.26
03/IN.3/B415,SFI Principal Investigator Programme,,,Ian Robertson,,Trinity College Dublin (TCD),Science Foundation Ireland,10.13039/501100001602,Relationship between genotype and phenotype in child and adolescent ADHD: A genetic association study using neuropsychological performance and task related brain activation as potential endophenotypes,26/05/2004,01/11/2008,1019233.38
03/IN.3/I361a,SFI Principal Investigator Programme,,,Mark Keane,https://orcid.org/0000-0001-7630-9598,University College Dublin (UCD),Science Foundation Ireland,10.13039/501100001602,Adaptive Information Investigator Awards,01/10/2003,10/09/2007,3164777.12
03/IN.3/I361b,SFI Principal Investigator Programme,,,Gregory O'Hare,https://orcid.org/0000-0002-5124-1686,University College Dublin (UCD),Science Foundation Ireland,10.13039/501100001602,Adaptive Information Investigator Awards,01/10/2003,10/09/2007,1250404.61
03/IN.3/I361c,SFI Principal Investigator Programme,,,Alan Smeaton,https://orcid.org/0000-0003-1028-8389,Dublin City University (DCU),Science Foundation Ireland,10.13039/501100001602,Adaptive Information Investigator Awards,01/10/2003,10/09/2007,72868.37
03/IN.3/I361d,SFI Principal Investigator Programme,,,Barry Smyth,https://orcid.org/0000-0003-0962-3362,University College Dublin (UCD),Science Foundation Ireland,10.13039/501100001602,Adaptive Information Investigator Awards,01/10/2003,10/09/2007,906785.62
03/IN.3/I361e,SFI Principal Investigator Programme,,,Dermot Diamond,https://orcid.org/0000-0003-2944-4839,Dublin City University (DCU),Science Foundation Ireland,10.13039/501100001602,Adaptive Information Investigator Awards,01/10/2003,10/09/2007,4503.37
03/IN.3/I375,SFI Principal Investigator Programme,,,Michael Morris,https://orcid.org/0000-0001-8756-4068,University College Cork (UCC),Science Foundation Ireland,10.13039/501100001602,The assembly of electronically important materials as structurally and size controlled nanowires into 3-dimensional architectures and construction of Prototype circuitry there from.,01/09/2004,08/01/2009,942991.47
03/IN.3/I427,SFI Principal Investigator Programme,,,Liam Barry,https://orcid.org/0000-0001-8366-4790,Dublin City University (DCU),Science Foundation Ireland,10.13039/501100001602,Applications of fast wavelength tuneable lasers in future high speed optical networks,10/08/2004,16/01/2009,996361
03/IN3/B352,SFI Principal Investigator Programme,,,Paul Murphy,https://orcid.org/0000-0002-1529-6540,University College Dublin (UCD),Science Foundation Ireland,10.13039/501100001602,Towards Novel Glycoconjuate Based Therapeutics for Angiogenesis,01/01/2004,09/05/2008,841439.91
03/IN3/B364,SFI Principal Investigator Programme,,,Gregory Atkins,,Trinity College Dublin (TCD),Science Foundation Ireland,10.13039/501100001602,Construction & Development of a New Prototype Measles-Mumps-Rubella Vaccine Based on Recombinant RNA,01/01/2004,08/06/2008,744655.8
03/IN3/B370,SFI Principal Investigator Programme,,,Timothy Foster,,Trinity College Dublin (TCD),Science Foundation Ireland,10.13039/501100001602,Functional Analysis of Novel Surface Proteins of Staphylococcus Aureus,01/12/2003,08/05/2008,913558.27
03/IN3/B371,SFI Principal Investigator Programme,,,Amir Khan,https://orcid.org/0000-0003-1176-6952,Trinity College Dublin (TCD),Science Foundation Ireland,10.13039/501100001602,Structural Basis for the Specificity & Function of RAB Effector Proteins,01/01/2004,10/03/2008,791133.82
03/IN3/B373,SFI Principal Investigator Programme,,,Max Dow,,University College Cork (UCC),Science Foundation Ireland,10.13039/501100001602,Cyclic-di-GMP Signalling and the Environmental Regulation of Virulence Factor Production in Bacterial Pathogens of Humans and Plants,06/01/2004,15/01/2008,1059776.3
03/IN3/B376,SFI Principal Investigator Programme,,,Robert O'Neill,,University College Dublin (UCD),Science Foundation Ireland,10.13039/501100001602,New Technologies for Monitoring Cell Signalling in the Living Brain: Design Characterisation and in-vivo Application to Study Extracellular Glutamate Energy Metabolism and Their Relationship,01/02/2004,09/07/2008,575749.2
03/IN3/B381,SFI Principal Investigator Programme,,,Tom Wilkinson,,University College Dublin (UCD),Science Foundation Ireland,10.13039/501100001602,Expoliting salivery proteins to target sap - feeding insect pets,01/07/2004,15/08/2007,203838.87
03/IN3/B395,SFI Principal Investigator Programme,,,Martin Clynes,https://orcid.org/0000-0002-3093-8185,Dublin City University (DCU),Science Foundation Ireland,10.13039/501100001602,Understanding & Exploiting Gene Expression Profiles of Cultured Animal Cells in Order to Develop Improved Biopharmaceutical Production Processes,01/11/2003,08/04/2008,4021015.8
03/IN3/B402C,SFI Principal Investigator Programme,,,Brian McCraith,,Dublin City University (DCU),Science Foundation Ireland,10.13039/501100001602,Biomedical Diagnostics Group,01/01/2004,31/12/2007,2386914.46
03/IN3/B403C,SFI Principal Investigator Programme,,,Ciaran Regan,,University College Dublin (UCD),Science Foundation Ireland,10.13039/501100001602,Irish Centre for Applied Neurotherapeutics,01/01/2004,10/03/2008,7233517.29
03/IN3/B409,SFI Principal Investigator Programme,,,Kevin Devine,,Trinity College Dublin (TCD),Science Foundation Ireland,10.13039/501100001602,Investigation of the essential YycFG two component signal transduction system in bacillus subtillis: Establishment of its role in coordinating cellular responses to phosphate limitation and growth under aerobic an anaerobic conditions.,01/05/2004,07/10/2008,957684.05
03/IN3/I396,SFI Principal Investigator Programme,,,Doug Leith,https://orcid.org/0000-0003-4056-4014,"National University of Ireland, Maynooth (NUIM)",Science Foundation Ireland,10.13039/501100001602,National Communications Network Research Centre,01/12/2003,08/05/2008,4590587.25
03/IN3/I397,SFI Principal Investigator Programme,,,Christof Wunderlich,,"National University of Ireland, Maynooth (NUIM)",Science Foundation Ireland,10.13039/501100001602,Development of Quantum Memory Using Microwave Manipulated Quantum Bits in Ion Traps,01/12/2003,24/04/2005,468460.02
03/IN3/I401,SFI Principal Investigator Programme,,,Clifford Nolan,,University of Limerick (UL),Science Foundation Ireland,10.13039/501100001602,High Frequency wave propagation and its application to imaging science,13/04/2004,19/09/2008,398348.08
03/IN3/I408C,SFI Principal Investigator Programme,,,Kevin T. Ryan,,University of Limerick (UL),Science Foundation Ireland,10.13039/501100001602,Irish Software Engineering Research Group (ISERG),01/04/2004,07/09/2008,2957415.51
03/IN3/I402B,SFI Infrastructural Support,Building Grant,,David Cotter,,Tyndall National Institute (TNI),Science Foundation Ireland,10.13039/501100001602,SFI Building Grant,01/12/2003,20/11/2005,4484066
03/RP.1/B356,SFI Research Professorship Programme,,,John Atkins,https://orcid.org/0000-0001-7933-0165,University College Cork (UCC),Science Foundation Ireland,10.13039/501100001602,SFI Research Professor - BioSciences Institute,01/03/2004,05/03/2009,3523347.6
03/RP1/B344,SFI Research Professorship Programme,,,Jochen Prehn,https://orcid.org/0000-0003-3479-7794,Royal College of Surgeons in Ireland (RCSI),Science Foundation Ireland,10.13039/501100001602,Chair of Physiology,01/08/2003,03/10/2008,3309707.34
03/RP1/B345,SFI Research Professorship Programme,,,Oliver Dolly,https://orcid.org/0000-0002-0861-5320,Dublin City University (DCU),Science Foundation Ireland,10.13039/501100001602,Overactive Nerve Endings in Cholinergic & Nocioceptive Pathways: Structure-Driven Therapeutic Interventions for K+ Channels & Exocytosis,01/12/2003,29/12/2009,2879447.68
